artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,name,album_id,release_date
Nixon Mask,BBQ Downer,Defection,0bXJRygxrZNviJXpQiPGDE,0.371,0.76,7,-7.617,1,0.0287,0.00051,0.105,0.625,129.362,284941,4,3qd7SVOfNjhMKmIOqDRbDC,35,19,daily_mix_4,0b4JcLGhZ4ePAFHejnYyUO,2017-10-13
Dan & Drum,Heteroverheels,Heteroverheels,0hhFU4cjc13Azaifgh7Omc,0.405,0.278,7,-8.461,1,0.0288,0.0207,0.164,0.212,101.082,282816,4,1ZajCRAa7VEcTytwxzr20a,45,41,daily_mix_4,0bLy9bk8LTCqbxj8NwcKkc,2017-09-13
Mapache,They Don't Know At The Beach,They Don't Know At The Beach,1z3JpopRPKyyHM6YNoq7kE,0.653,0.425,9,-8.818,1,0.0265,0.02,0.638,0.674,90.976,201400,4,5oBpxK3bSEGeENPP6C5QMO,41,44,daily_mix_4,00gTHHyRFOhx6JZrZXW5vF,2022-03-25
Skyway Man,The World Only Ends When You Die,Muddy Water,4hVkDQ63qEfoTcYm3RwVqp,0.568,0.401,2,-9.263,1,0.0284,0.0877,0.784,0.699,71.262,263300,4,5QaXPOeFBhSwhLxrmU2ghj,41,34,daily_mix_4,7nyqKrMo0lRk1n1IIGRnk0,2020-10-23
The Greeting Committee,This Is It,Don't Go,4nz6Mx9m84P6Cn4cJp2BJR,0.611,0.629,10,-8.19,1,0.0383,0.000299,0.0961,0.542,158.017,246160,4,1MIe1z4RdqLqHSJsb7EBMm,52,58,daily_mix_4,35H7mR1u6XET8YKvezYUkB,2018-10-26
The Crystal Casino Band,Until the Sun Comes up,Twenty-something Socialist,0BXxrsh0yX7xnLaFGSOz0Q,0.459,0.728,10,-6.419,0,0.0413,0.00599,0.0977,0.615,119.967,228250,4,1ZOITEwKW2JCm6HDS96hwF,30,46,daily_mix_4,6Ams88A5Xc3v2JTqbiS2ux,2022-03-25
Fruit Bats,Mouthfuls,When U Love Somebody,68Euox5QCQrf0sMI847CfC,0.723,0.763,7,-6.366,1,0.0262,0.00543,0.343,0.586,120.961,271160,4,6Qm9stX6XO1a4c7BXQDDgc,61,60,daily_mix_4,1Wx4ud28ypU7HAWuOHkmQ2,2003-08-04
Del Water Gap,Del Water Gap,Better Than I Know Myself,4PawewnYu8lyLk3DX1RCNu,0.571,0.691,3,-7.027,0,0.0312,0.0721,0.124,0.617,110.004,262511,4,0xPoVNPnxIIUS1vrxAYV00,57,62,daily_mix_4,22ljnmjYzy4TS5tCtaRIUE,2021-10-08
The Criticals,United States of Chemicals,Absinthe,76ODGYf9u04tYxBuwmkBI2,0.743,0.698,8,-5.629,0,0.032,0.00114,0.124,0.961,110.952,130572,4,6ArhcOX0zzUe8GDzLTgBrK,35,37,daily_mix_4,3C4HknO08BrmYJccXijfWP,2022-03-29
Matt Duncan,Beacon,Good Times,397rM4wePe8bPJSMAwFNUO,0.386,0.557,0,-9.724,1,0.0445,8.99e-05,0.0946,0.244,110.014,145386,4,7gRH7pJQJaAvrwvi8STYEl,39,48,daily_mix_4,1rBDUTycaO0IFrCGlz3l32,2010-05-01
Jeff Tweedy,Together At Last,I Am Trying To Break Your Heart,6dWH2t4GwPyo2uoSMbG1gI,0.666,0.189,4,-14.205,1,0.058,2.57e-05,0.0946,0.344,104.859,220867,4,2rDxtYUzTAYJJE3Bl3Z5IN,45,48,daily_mix_4,15pz4DspMh93fyhXQlLHJh,2017-06-23
The Greeting Committee,Dandelion,Make Out,6haLtXSts5wuG97Nyq4jI5,0.525,0.77,1,-4.926,1,0.0473,0.00108,0.0368,0.626,164.089,143493,4,1MIe1z4RdqLqHSJsb7EBMm,50,58,daily_mix_4,3VUCu7FabxaBsNopxsLIkG,2021-09-24
My Morning Jacket,It Still Moves,Golden,3kQDykkw9HVowlm3HxTcuR,0.566,0.479,5,-11.128,1,0.0254,0.00388,0.357,0.28,109.748,279240,4,43O3c6wewpzPKwVaGEEtBM,59,60,daily_mix_4,5vCqxfNSqatehjPustNq4s,2003-09-09
Fruit Bats,The Pet Parade,The Balcony,27GaPhdSkbvrfPTKZk2C6V,0.654,0.844,3,-7.63,1,0.0273,0.35,0.121,0.783,130.03,248925,4,6Qm9stX6XO1a4c7BXQDDgc,53,60,daily_mix_4,4fyZyhtsOevsFYLbLitaHZ,2021-03-05
j ember,Sleep Well,Sleep Well,3GWuPbPr5nT65fmew963zV,0.586,0.718,7,-7.834,1,0.0281,0.0273,0.197,0.763,90.972,248675,4,4UUDpbs7gikfzHz0CRvdnv,43,45,daily_mix_4,7vT3flPEcoHfHJrGGw1YFU,2021-03-17
The Crystal Casino Band,Someone When You Want It (The Album),Potomac,0jBn2Bc6ONGQzWwhwLHlsw,0.337,0.688,3,-8.06,1,0.0352,0.451,0.156,0.322,156.504,250632,4,1ZOITEwKW2JCm6HDS96hwF,37,46,daily_mix_4,5YKgu1Nq3qYMcwOcE7YsB9,2020-06-26
Kid Bloom,Does It Feel Real,Does It Feel Real,44f9F8DdO8URqNBOVBaW7U,0.788,0.746,4,-4.108,0,0.0477,4.82e-05,0.0611,0.806,102.03,149667,4,5CXdWANGwYYRPClH6hhC0P,47,61,daily_mix_4,2J5IUWp2ZDje2VW8GBXrQP,2022-02-15
Mt. Joy,Lemon Tree,Lemon Tree,0SnCZci0wyVj0RZXknNaWq,0.365,0.748,10,-9.145,1,0.0881,0.503,0.303,0.475,121.285,248560,4,69tiO1fG8VWduDl3ji2qhI,64,67,daily_mix_4,4ibM2rJfsOdr0d72AlOI2G,2022-03-18
Cut Worms,Nobody Lives Here Anymore,The Heat Is On,41AYVZyvXHhY6Kr4ADhu4C,0.579,0.365,7,-9.856,1,0.0276,0.000704,0.101,0.442,129.977,335364,4,2upjmNmngAXZcra9dQRR2l,35,46,daily_mix_4,28iSGTnbDa3i5wwEoCYg8c,2020-10-09
The Greeting Committee,How Long? (Tune-Yards Remix),How Long? - Tune-Yards Remix,2I8SodiSsHsPyCR35dcJAF,0.719,0.772,7,-5.405,1,0.0413,0.0388,0.471,0.602,129.994,272250,4,1MIe1z4RdqLqHSJsb7EBMm,45,58,daily_mix_4,43817U96XDa4eseLmtYcMh,2022-03-25
Del Water Gap,Del Water Gap,Perfume,3W3GKw4by2pdPfG8bYQMVG,0.49,0.821,7,-7.711,1,0.0848,0.000841,0.198,0.642,195.128,232076,3,0xPoVNPnxIIUS1vrxAYV00,57,62,daily_mix_4,22ljnmjYzy4TS5tCtaRIUE,2021-10-08
Wallows,Tell Me That It’s Over,Especially You,4lTaOALACghmELb2QTPxn0,0.546,0.95,2,-3.386,1,0.133,6.3e-05,0.0942,0.757,94.923,181120,4,0NIPkIjTV8mB795yEIiPYL,62,77,daily_mix_4,5L6fAzbz2x5oF8l0qluSKm,2022-03-25
Kurt Vile,How Lucky,How Lucky,4iK3yOQKoby2b9gvCmUwsR,0.517,0.432,5,-9.956,1,0.0293,0.000798,0.362,0.539,171.175,203117,4,5gspAQIAH8nJUrMYgXjCJ2,60,62,daily_mix_4,0SK5oInVnam28qyBA3acWm,2020-09-24
Loose Fur,Loose Fur,Laminated Cat,2yIGVr7Z3XmxCcvpsvH5j7,0.529,0.417,2,-17.532,1,0.0366,0.538,0.0894,0.376,133.79,438040,4,4OogVxC2vWAsXsTYXctXi1,37,32,daily_mix_4,6XMooW4FkijMrHXbHSHhjI,2003
The Clash,Sandinista! (Remastered),Charlie Don't Surf - Remastered,5T4j3Uv33fQO7tsR2lMl4y,0.51,0.595,2,-11.023,1,0.0383,0.0186,0.338,0.632,131.762,294093,4,3RGLhK1IP9jnYFH4BRFJBS,55,73,daily_mix_5,2UxN3UKyS3Z5r0Sra8A5RF,1980
The Cramps,Off The Bone,Lonesome Town,219MvPH5qmEcC8992LzVEE,0.285,0.5,4,-15.844,0,0.191,0.372,0.391,0.388,161.982,183200,5,4lYtGx5NZQJHsMyhHc5iz3,33,54,daily_mix_5,1n1znRLH7iRtkhjbrCs0wi,1983
elricfd,cable hogue soundtrack,But I Am Different,45qvEtRBZIcEpHsPauZnkP,0.359,0.64,3,-4.911,1,0.0296,0.812,0.0865,0.511,71.042,372947,4,2SapY6v9gD93Lwesf4varA,37,32,daily_mix_5,0laEnKGn2OWQqLOqg2wyj1,2007-10-07
Surface To Air Missive,A V,Time Being,4CmaFXqjc4tas5WFrSc6om,0.43,0.859,2,-6.04,1,0.0504,7.58e-05,0.0853,0.709,168.964,233984,4,1jABwUGVW3WcyzPF7aQ5FR,43,30,daily_mix_5,5YlbPLKthJyRZ3HRzR1vQM,2016-11-04
Smushie,Complete Annihilation!,Complete Annihilation!,252brHktw7kGAdCCahQpW8,0.687,0.578,4,-10.483,1,0.0336,0.016,0.148,0.789,90.013,301265,4,0XGgpBKj7u2MMX2kqUVLaH,47,32,daily_mix_5,60frpW79j23XuMagTCBBMB,2020-03-29
Karate,Some Boots,Original Spies,451AZfnRTHCr8tP2GDynlE,0.599,0.608,8,-5.989,1,0.0316,1.15e-05,0.0768,0.648,117.662,398907,4,6U26vGPwnCQcNDr9Dpj0Y0,39,38,daily_mix_5,6cFeUqygcFJd4sfPPGmi1Q,2002
King Missile,Mystical Shit/Fluting on the Hump,Sensitive Artist,54UPoHNQuqAqOQAZ2hl1il,0.458,0.557,5,-13.445,1,0.0375,0.105,0.496,0.893,121.715,158227,4,4ab0zJgTZPWz00v2PrdJI4,44,38,daily_mix_5,4PDL1dw0NB1meoBrqG8xS3,2004-01-01
Jerry Paper,Kno Me,Kno Me,6XaMOKR9NHzIFIgNQrpYvU,0.617,0.617,8,-7.008,1,0.0296,0.769,0.291,0.734,134.93,216537,4,2gzxBoK71ohENPlxlshHV7,43,46,daily_mix_5,5NEHXdCbHCF93ARy2ozAqM,2022-02-01
Balkans,Balkans,Flowers Everywhere,14TC9zbh5C4K6ey8J2ZCdS,0.0,0.858,3,-5.892,1,0.0,0.000534,0.232,0.0,0.0,246987,0,6ozbYaDYh9AFYciPvk6iBO,38,31,daily_mix_5,0vAzZE6Z6Jw05CpjxAqKo3,2011-05-10
5ive Style,5ive Style,Deep Marsh,1589JkTKSHcTlsFBkO41gI,0.644,0.567,11,-6.563,1,0.0343,0.871,0.164,0.693,74.548,196107,4,6hQXeK9vIfU31u72NdFZ7Q,41,28,daily_mix_5,3Phr86iVwiJsMVW4QuH2f9,1995-09-12
Anthony Moore,Out,Stitch in Time,1IrrcAS7VL8gUcOF0KHBfU,0.454,0.699,7,-8.488,1,0.0299,2.54e-05,0.415,0.289,146.597,188027,3,4uJt75N8u4RRQQ6hKYYIaS,40,27,daily_mix_5,3VU2ObJZ4WSpIZ5StuZkDw,2020-11-20
Jonathan Richman & The Modern Lovers,Roadrunner: The Beserkley Collection,The Morning of Our Lives,2rneJaaVTvpEnq22TiCzE9,0.602,0.292,9,-15.337,1,0.0785,0.00146,0.714,0.315,104.192,326853,4,0NjdXlUziaK1qv3kgZV4Jy,45,43,daily_mix_5,06zKVXJa4fsmpTS74cHDHG,2004-07-19
The Replacements,Tim (Expanded),Swingin Party - 2008 Remaster,14g6foD6sxO1qgkDKuPgWv,0.647,0.69,6,-8.657,0,0.0454,0.0,0.147,0.682,117.514,233573,4,4WPY0N74T3KUja57xMQTZ3,60,56,daily_mix_5,47arM25GJraK9aWEk4A1Ve,1985
The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,Who Loves the Sun - 2015 Remaster,1rJi8cf8OWsrX4CqBnMSoQ,0.441,0.568,4,-8.833,1,0.0298,0.0,0.368,0.721,130.131,166213,4,1nJvji2KIlWSseXRSlNYsC,57,67,daily_mix_5,2ny1rPsLOoKNFZhMLubMrs,1970
Karate,The Bed Is In The Ocean,There Are Ghosts,6mBhzvszzmVcwG2lCOuuT4,0.556,0.369,9,-10.797,0,0.0346,0.028,0.355,0.238,115.076,219933,4,6U26vGPwnCQcNDr9Dpj0Y0,40,38,daily_mix_5,5jkW4bhxrHFkvLPGVXsGdt,1998-01-01
Pixies,Doolittle,Hey,0p5eZCY0R7uNCZS1YDtIYI,0.59,0.372,7,-12.37,1,0.0318,0.00929,0.316,0.306,99.887,210907,4,6zvul52xwTWzilBZl6BUbT,71,73,daily_mix_5,0DQyTVcDhK9wm0f6RaErWO,1989-04-17
The Strokes,Comedown Machine,"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,0.544,0.241,4,-14.779,0,0.03,0.774,0.101,0.359,109.437,204773,4,0epOFNiUfyON9EYx7Tpr6V,73,80,daily_mix_5,4WnkQO4xD9ljQooB3VIxCV,2013-03-25
Talking Heads,Speaking in Tongues (Deluxe Version),This Must Be the Place (Naive Melody) - 2005 Remaster,6aBUnkXuCEQQHAlTokv9or,0.942,0.641,7,-10.15,1,0.0333,0.179,0.028,0.966,114.443,296147,4,2x9SpqnPi8rlE9pjHBwmSC,72,71,daily_mix_5,4sLCQxMRfn3gAHrBNZtbTH,1983-05-31
Television,Adventure,Carried Away - 2003 Remaster,4t87dWb7q5e7TtWMFeV0Z8,0.616,0.367,2,-11.135,1,0.0323,0.177,0.246,0.366,116.526,312253,4,0S7Zur2g8YhqlzqtlYStli,36,49,daily_mix_5,5ha55jb1DQKy33CpmREvFq,1978-04
Silver Jews,The Natural Bridge,The Right to Remain Silent,3jWYXvTSGEZhEaJEZYnG42,0.481,0.351,9,-15.11,0,0.0399,0.902,0.114,0.608,174.534,156600,4,4ePunOqQbOYoQwd1298g3Z,42,48,daily_mix_5,53s93tksSeBis2gL50AQPJ,1996-10-01
The Replacements,Let It Be (Expanded),Androgynous,3fnL2JDgy4QD04araOl0eY,0.476,0.361,11,-9.312,1,0.0287,0.0,0.0817,0.389,106.484,190853,4,4WPY0N74T3KUja57xMQTZ3,54,56,daily_mix_5,4LwFCUyV4wM6SEg84PaLuL,1984
The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,Rock and Roll - Full Length Version; 2015 Remaster,1o6DclZHw0HomxXEQR1ijX,0.494,0.735,5,-8.347,1,0.0345,3.14e-06,0.544,0.742,132.526,283000,4,1nJvji2KIlWSseXRSlNYsC,60,67,daily_mix_5,2ny1rPsLOoKNFZhMLubMrs,1970
Pixies,Doolittle,Here Comes Your Man,4IvZLDtwBHmBmwgDIUbuwa,0.669,0.795,2,-10.865,1,0.0285,0.0781,0.401,0.882,124.594,201187,4,6zvul52xwTWzilBZl6BUbT,71,73,daily_mix_5,0DQyTVcDhK9wm0f6RaErWO,1989-04-17
Various Artists,If I Were A Carpenter,Superstar,5Ext9ObPEi7wIcv5AiQWJy,0.317,0.498,5,-9.137,0,0.0315,0.306,0.121,0.141,84.563,246000,4,0LyfQWJT6nXafLPZqxe9Of,64,0,daily_mix_5,2jzoM56c7kGgQKqFT7Ymu6,1994-01-01
Jonathan Richman & The Modern Lovers,Jonathan Sings!,That Summer Feeling,0yULzvtl2NIahJiej2fVPi,0.638,0.279,9,-11.536,1,0.078,0.0,0.116,0.62,110.076,236733,4,0NjdXlUziaK1qv3kgZV4Jy,40,43,daily_mix_5,6YoXPRXEMQhQ9Qo6PRyPUY,1983-07-13
The Clash,Combat Rock (Remastered),Straight to Hell - Remastered,2ax1vei61BzRGsEn6ckEdL,0.802,0.596,7,-11.663,1,0.06,1.17e-05,0.0695,0.702,90.275,330507,4,3RGLhK1IP9jnYFH4BRFJBS,58,73,daily_mix_5,1ZH5g1RDq3GY1OvyD0w0s2,1982
Talking Heads,Remain in Light (Deluxe Version),Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.134,0.622,0.871,117.459,259907,4,2x9SpqnPi8rlE9pjHBwmSC,70,71,daily_mix_5,3AQgdwMNCiN7awXch5fAaG,1980-10-08
The Replacements,Pleased to Meet Me (Expanded),Nightclub Jitters - 2008 Remaster,0NYs3fResVqrOVUEPd8Q4k,0.677,0.277,0,-14.324,1,0.0421,1.99e-05,0.111,0.326,114.534,166023,4,4WPY0N74T3KUja57xMQTZ3,37,56,daily_mix_5,2kTTz2kpR2AXtBmiIZEyyv,1987
The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,Oh! Sweet Nuthin' - 2015 Remaster,0i19MAZbyn8uTir7FprXId,0.399,0.467,5,-11.763,1,0.0284,0.0186,0.124,0.525,75.601,445187,4,1nJvji2KIlWSseXRSlNYsC,64,67,daily_mix_5,2ny1rPsLOoKNFZhMLubMrs,1970
Chris Spedding,Guitar Graffiti (Expanded Edition),Video Life,64bWAl2OJFilKBf8bl5rXx,0.532,0.675,4,-5.914,1,0.0311,0.000535,0.643,0.64,67.911,192960,4,306XaY1dO5UhXQOWSjKIwQ,43,32,daily_mix_5,4AWrB6edl95Zg59prGNO0x,1978-01-01
Pixies,Complete B Sides,Wave of Mutilation - UK Surf,6DdqhtrLTNnOePpOm3OH7S,0.642,0.355,5,-14.196,1,0.0329,3.44e-05,0.0865,0.725,180.26,180133,4,6zvul52xwTWzilBZl6BUbT,59,73,daily_mix_5,2CwA7QN0V8IS0mr5pLT9Xa,2001-03-05
Sonic Youth,In/Out/In,Basement Contender,49DGW1MChfFmX10S2AYB3w,0.604,0.528,7,-11.293,1,0.0297,0.802,0.274,0.285,120.971,574720,4,5UqTO8smerMvxHYA5xsXb6,48,64,daily_mix_5,3f0jyDlsZqk7WRjOJspDff,2022-01-13
The Clash,London Calling (Remastered),Train in Vain (Stand by Me) - Remastered,6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.000368,0.132,0.966,122.769,194667,4,3RGLhK1IP9jnYFH4BRFJBS,66,73,daily_mix_5,6FCzvataOZh68j8OKzOt9a,1979
The Smiths,Hatful of Hollow,How Soon Is Now? - 2011 Remaster,1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,11,-6.76,1,0.0615,0.121,0.0874,0.725,190.818,408173,4,3yY2gUcIsjMr8hjo51PoJ8,72,76,daily_mix_5,1j57Q5ntVi7crpibb0h4sv,1984
Karate,The Bed Is In The Ocean,The Same Stars,6iesdoytyWTToCaEJJnkDL,0.579,0.299,4,-13.071,0,0.0383,0.0103,0.142,0.405,112.918,380093,4,6U26vGPwnCQcNDr9Dpj0Y0,34,38,daily_mix_5,5jkW4bhxrHFkvLPGVXsGdt,1998-01-01
The Velvet Underground,The Velvet Underground (45th Anniversary),Pale Blue Eyes,11VwZwNF29HrqwalYUMitb,0.637,0.107,5,-18.759,1,0.0349,0.00146,0.103,0.296,82.879,339533,4,1nJvji2KIlWSseXRSlNYsC,67,67,daily_mix_5,2HOf3Nb44Us8U9oEtKLSrX,1969
Buzzcocks,Singles Going Steady,Why Can't I Touch It? - 2001 Remastered Version,037DAJ2ClglNQbEvXpGav4,0.587,0.613,0,-9.444,0,0.0341,0.151,0.178,0.655,85.693,396333,4,2DxlS3lTLFIq70S7ap5H3y,52,55,daily_mix_5,6TxgQwGrbG3XZLNPOEhg7E,1979
Pixies,Surfer Rosa,Where Is My Mind? - Remastered,7wCmS9TTVUcIhRalDYFgPy,0.519,0.441,4,-14.178,1,0.0353,0.000453,0.076,0.25,81.334,234973,4,6zvul52xwTWzilBZl6BUbT,79,73,daily_mix_5,50j4Wm1b9hLpSpPIA39Vp9,1988-03-21
Television,Marquee Moon,Venus,3x0iCzjgf0v9lnwvAhU9P2,0.55,0.631,0,-11.493,1,0.0385,0.18,0.0503,0.908,114.553,229027,4,0S7Zur2g8YhqlzqtlYStli,46,49,daily_mix_5,630o1rKTDsLeIPreOY1jqP,1977-02-08
Sonic Youth,Rather Ripped,Incinerate,0lDoG5fQ9cmpvpenwR7Jln,0.446,0.866,8,-8.016,1,0.0342,0.543,0.137,0.455,152.172,295813,4,5UqTO8smerMvxHYA5xsXb6,61,64,daily_mix_5,706OL6kpsbf73LRdXD1dCB,2006-01-01
The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,1SQRv42e4PjEYfPhS0Tk9E,72,70,daily_mix_5,4jaLfcNpIrOgcPyXuuiHTi,1970-11-27
Minutemen,Double Nickels on the Dime,History Lesson Part 2,45fq6kIQtooot7WVRsXAum,0.683,0.241,0,-16.192,1,0.0475,0.522,0.085,0.727,121.213,132133,4,0z6zRFzl5njXWLVAisXQBz,43,49,daily_mix_5,5viZ5HyYtV0wafK7DoXmgF,1984-07-24
The Velvet Underground,White Light / White Heat,Stephanie Says,7EMLBaRaM5pLPSoX1vWfar,0.553,0.282,0,-15.007,1,0.0325,4.99e-05,0.109,0.226,112.871,169560,4,1nJvji2KIlWSseXRSlNYsC,21,67,daily_mix_5,2a5vbe7uTRGAshFI80sfAl,2013-01-01
Siouxsie and the Banshees,The Scream,Hong Kong Garden,5bxBosfOC3upyOK9tjxZ35,0.614,0.721,0,-8.962,1,0.0322,0.0817,0.167,0.708,146.629,175907,4,1n65zfwYIj5kKEtNgxUlWb,59,61,daily_mix_5,3uMr78kOScjc6eLHMYcVl4,1978-11-13
Jonathan Richman,"I, Jonathan",That Summer Feeling,5oOC6EBnSQ3PfRAQyfjAla,0.444,0.105,5,-17.271,1,0.0696,3e-06,0.121,0.453,202.689,366600,4,6hkch2KhRl0tywpeVK5xR5,47,51,daily_mix_5,2RtcqYl0VAhDw9DPMEqWF5,1992-01-01
Television,Marquee Moon,See No Evil,2OaXmeYBJ0hcTmS3kxjJOx,0.398,0.782,7,-7.944,1,0.0322,0.0684,0.0912,0.806,144.965,232960,4,0S7Zur2g8YhqlzqtlYStli,49,49,daily_mix_5,630o1rKTDsLeIPreOY1jqP,1977-02-08
Lou Reed,Transformer,Satellite of Love,5WyuRWUcOOhAic0tj9Pl28,0.458,0.502,5,-10.186,1,0.0294,5.51e-06,0.299,0.571,121.861,221120,4,42TFhl7WlMRXiNqzSrnzPL,63,66,daily_mix_5,5SqbMEyAt8332ISGiLX0St,1972-12-01
Buzzcocks,Senses Out Of Control,Senses Out Of Control,03RuoL8tIUm7Gu0hYObTid,0.48,0.822,11,-6.311,0,0.032,6.44e-06,0.62,0.838,91.939,155267,4,2DxlS3lTLFIq70S7ap5H3y,40,55,daily_mix_5,74QEkIPiH0zlxglfYG2hx0,2022-03-11
The Cramps,Off The Bone,Garbageman,65CkxnwiaLvC6FbVrRNAqT,0.651,0.945,0,-9.611,1,0.0561,0.596,0.345,0.807,139.044,211067,4,4lYtGx5NZQJHsMyhHc5iz3,39,54,daily_mix_5,1n1znRLH7iRtkhjbrCs0wi,1983
Peter Ivers,Nirvana Peter,Miraculous Weekend,5Up7kKnSg7Z1YHRToUbZ1p,0.576,0.285,8,-10.04,1,0.122,4.21e-06,0.133,0.56,199.991,200773,4,55tLEUlrzGNtACuMVJZHNf,42,32,daily_mix_5,2c2tHl7Qg6cmQj17kddErc,1985
The Growlers,Try Hard Fool,Try Hard Fool,2HMTLM3uA0NsOU1IkNufSj,0.503,0.825,10,-5.786,1,0.0323,0.000411,0.144,0.421,125.825,190581,4,2RhgnQNC74QoBlaUvT4MEe,48,65,daily_mix_6,7Mpq98LzwU04b1u69x61uf,2019-09-06
Mindchatter,Imaginary Audience,It's Been You,7e1dQ6se0Ordm8sNCdEkkn,0.767,0.427,0,-12.462,1,0.0674,0.776,0.113,0.688,102.036,193956,4,1He0ZKninbT4FMEV9hUZKn,50,53,daily_mix_6,5cupSOKi7oIVsQ1LfpWKqv,2020-10-21
Sports,Damn I'm Tired,Damn I'm Tired,3HyzMwZ7JHVp07a9YQnpWJ,0.541,0.73,2,-5.223,1,0.0301,0.0736,0.117,0.5,106.01,225732,4,4AGNJdJiVltImYk1UTLE0K,47,58,daily_mix_6,0LqHbdzLluBS0k9Wh7bmKu,2022-01-07
Subject,Worried for Nothing,Worried for Nothing,3QcWLlzSUFFWotRzxv6rbQ,0.523,0.706,4,-4.984,1,0.0341,1.71e-05,0.254,0.399,100.214,180338,4,6f07DRHqXu0b3Mu5QXBro1,39,24,daily_mix_6,1agHyykanCiEqqvVGyxOLP,2019-03-18
Charlie Brand,Monsoons,Baby Blue Motorcycle,6d1vSCnS8uE8H59FDgEr7W,0.488,0.597,9,-7.166,0,0.031,0.39,0.14,0.493,122.753,246344,4,2vjPQjB03iwrMJvl3jFW6W,44,15,daily_mix_6,37IQzS4gEW0VgxxSxmVmd2,2015-02-20
Blac Rabbit,Blac Rabbit,The Way the Wind Whips,4nf3NsPcr9Gy0qg9Fsiu4M,0.153,0.644,8,-8.528,1,0.0366,0.209,0.127,0.52,167.746,271429,4,0UvgR4VckgdEkBhTOjxwCc,37,37,daily_mix_6,04xKU1FY0ywYddJBe6N7ll,2017-12-22
Smushie,Complete Annihilation!,Complete Annihilation!,252brHktw7kGAdCCahQpW8,0.687,0.578,4,-10.483,1,0.0336,0.016,0.148,0.789,90.013,301265,4,0XGgpBKj7u2MMX2kqUVLaH,47,32,daily_mix_6,60frpW79j23XuMagTCBBMB,2020-03-29
rogov,She's a Tangerine,She's a Tangerine,01MuDnWhgEFVVj5JhcOyNr,0.335,0.573,7,-8.869,1,0.0341,1.37e-05,0.0833,0.357,148.927,211204,4,3Q6t1nrrE1QGvPqCR45iIH,38,28,daily_mix_6,5snBTP5nwxq3WrT57yOE67,2018-12-06
Self-Help,Adult Cartoons,Sick on a Saturday,6pn91D1O0EOA4QxOD92NB7,0.387,0.609,0,-12.551,1,0.0288,0.864,0.107,0.809,118.1,223852,4,6wI83RGyqZKQ6nJ3aKiLOz,42,28,daily_mix_6,3yIxSR2Ibk451GmGw1s78a,2018-11-16
Salvia Plath,The Bardo Story,This American Life,4vCVu9oq5lnmBbtpZL9CXR,0.455,0.386,10,-11.75,0,0.0306,0.00221,0.101,0.37,90.345,145267,4,4Ojq8WaaD3QA7dS8v9Ypf3,43,29,daily_mix_6,1Cgv49sBkiqrdSPhKwCw01,2013-07-08
Mister Heavenly,Out of Love,Charlyne,0DES3wFg1uswVzfCt5kNNs,0.447,0.716,9,-7.646,1,0.0381,8.72e-05,0.101,0.597,181.39,145480,4,2HoWH2v3xB11oIAoQIWBBi,34,31,daily_mix_6,1UR7mgMyQhPs4TnICrQDwZ,2011-08-16
The Shivas,You Know What to Do,You Make Me Wanna Die,0b3FB8b2fXSDgHLGppFJUN,0.723,0.551,5,-4.446,1,0.0365,0.00449,0.186,0.964,112.166,170507,4,2OZfuhYQm8IY95egVPC1U9,54,42,daily_mix_6,5Zn6Uhy371ZR0le1Lw1h6K,2014-10-28
The Nude Party,Midnight Manor,Shine Your Light,1ZqZjCd6gSNz4q8tq1eU5X,0.427,0.829,9,-5.758,0,0.0419,0.561,0.522,0.515,122.152,268278,4,5BxtbtwwHXC3HA5kAn06sK,40,48,daily_mix_6,3OePCCzmF2nfuEJWQ521eQ,2020-10-02
Worn-Tin,Something's Coming,Something's Coming,5gwe7jX8fDBFAWQL4bMBxO,0.648,0.413,1,-10.366,0,0.0827,3.75e-05,0.145,0.504,74.886,230467,4,7j8ds7BnqaEKuz1a1GN0J9,43,45,daily_mix_6,5PLgnUgO1883YA2slId7Eg,2019-09-06
Insomnia Beach Club,Staring at the Sun,Staring at the Sun,66R2Xq3K0h7QkIxfbS6Kkk,0.696,0.736,7,-8.371,1,0.0434,0.629,0.117,0.664,151.959,166695,4,1umHIOxvWY6aZIVrIUaP3W,40,24,daily_mix_6,4UrdYNmvo4GwyptJYrLP2z,2019-12-05
