artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,name,album_id,release_date
Gustaf,Audio Drag for Ego Slobs,Best Behavior,0ZJHhuXm33Qm9gOxRCQzzk,0.866,0.836,2,-4.567,1,0.0748,2.88e-05,0.0825,0.754,127.003,204355,4,6QqLYrbjh5CnfMG7z5r96E,41,36,daily_mix_2,6bjTnQUluNGjl7SDJeE7n3,2021-10-01
Horsegirl,Billy,Billy,3JOa0D7guR3vTzRAWVV0Cy,0.237,0.767,10,-6.27,1,0.0443,0.231,0.111,0.363,107.133,228413,4,2FDvUb4YgyUPpmnm1ILPra,43,40,daily_mix_2,17d1NM1uI3Bg9fhijXz7jZ,2021-11-16
Quinn Christopherson,Bubblegum,Bubblegum,1I9vn1CAtjPNmyjldxfQIU,0.734,0.422,2,-11.427,1,0.0296,0.431,0.135,0.602,129.971,238333,4,0tzC81XDBWtTPfJyUg6O2j,41,32,daily_mix_2,7wqgzgn9vCrOXsom5Wf102,2021-10-26
MJ Lenderman,Knockin',TV Dinners,4LxwqKEPKxx4IavfyY2Eqy,0.651,0.514,9,-13.178,1,0.0397,0.0171,0.423,0.89,90.14,232000,4,4tK6Z8fK7Sc9133byjPGIT,35,36,daily_mix_2,6SX1sQ1tNE2d9jlLSFplla,2021-08-20
Automatic,Signal,Strange Conversations,6pqUg4vVg1wDvd4anCczrY,0.64,0.535,2,-6.084,1,0.0274,0.00813,0.185,0.774,100.058,205920,4,3uX1tstdmFJyxW9b5mSNlU,41,43,daily_mix_2,5sunzZo5u8d2pi5WKzjvFS,2019-09-27
KALI,CIRCLES,I Just Wanna,4GdQnebgk3kKkOGgbLYW5J,0.693,0.586,11,-5.59,0,0.0361,0.000431,0.111,0.51,108.579,254399,4,3BO07jDo7Qs7qNLdwRoISM,53,46,daily_mix_2,1Yt0Y5NkwGlkTxQwtFFZfC,2021-05-07
Coco,Coco,Last of the Loving,0y6rO1JGW02H30j8trmhSP,0.737,0.649,1,-8.073,1,0.0371,0.0112,0.118,0.514,122.932,172163,4,4NxTtZTeJqQ1n27i2qnPCe,52,42,daily_mix_2,5r9YoZIKRt8YRDLNC03ZuZ,2021-10-29
Jamws,Toronto,Toronto,7gM7OSSKozedhoigEvPaQ7,0.658,0.479,0,-8.048,1,0.0248,0.00509,0.124,0.626,86.504,253687,4,5Dzf0U33H8rPObc1WSjNTw,56,40,daily_mix_2,5McrgZtIJuH3XadkI4AumD,2020-06-12
alt-J,The Dream,The Actor,2nNuK9VEgzGMq2lFLAg7S3,0.625,0.604,2,-8.33,1,0.0375,0.0941,0.0607,0.624,147.987,240893,4,3XHO7cRUPCLOr6jwp8vsx5,59,76,daily_mix_2,5ogYKSRRlVAgMzv09HFeIn,2022-02-11
Buck Meek,Two Saviors,Second Sight,5Igdq12AwzNoFCIvCi1xAJ,0.578,0.695,0,-6.141,1,0.0268,0.894,0.0975,0.645,98.238,237898,4,4mYY0UqYdvgdz60psupYBR,38,50,daily_mix_2,2vikSk2cwNb7llDz0pIrxh,2021-01-15
Tobacco City,"Tobacco City, USA",Never on My Mind,4z9ViersKJgj1ZwTjjfhtk,0.425,0.338,9,-12.212,1,0.0299,0.558,0.0863,0.263,124.17,225297,4,00Af3oygT0HC6ld0c2HwFX,41,28,daily_mix_2,11J38DSk3mY2KEOx1NEY20,2021-07-30
Heatmiser,Mic City Sons,Plainclothes Man,7yYf5GF0jX6M6KywKygE0c,0.532,0.38,10,-10.526,1,0.0298,0.0,0.359,0.317,84.494,208000,4,59IPo3F7aZifhZtHnoGHbo,51,45,daily_mix_2,0D3hElyxCMZnBVI4pDMSAL,1996-01-01
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Suffragette City - 2012 Remaster,3YZa4IzxK2UtEKTvdTgsi8,0.455,0.883,2,-9.159,1,0.0384,0.0,0.277,0.782,142.638,208413,4,0oSGxfWSnnOXhD2fKuz2Gy,63,81,daily_mix_3,48D1hRORqJq52qsnUYZX56,1972-06-06
Queen,A Day At The Races (Deluxe Remastered Version),Good Old-Fashioned Lover Boy - Remastered 2011,1mnQiO568zXIrUncttTZGp,0.545,0.454,3,-6.706,1,0.0302,0.0,0.0541,0.393,96.784,173173,4,1dfeR4HaWDbWqFHLkxsg1d,69,88,daily_mix_3,0lmQ6rAGcChLjGXM52Qu3i,1976-12-10
The Beatles,Magical Mystery Tour (Remastered),Strawberry Fields Forever - Remastered 2009,3Am0IbOxmvlSXro7N5iSfZ,0.39,0.502,10,-12.277,1,0.178,0.000138,0.0713,0.289,97.871,247320,4,3WrFJ7ztbogyGnTHbHJFl2,72,88,daily_mix_3,2BtE7qm1qzM80p9vLSiXkj,1967-11-27
The Nerves,One Way Ticket,Many Roads to Follow (Demo),1LpSFi4bgbOohDRxrMoeNU,0.552,0.369,4,-10.582,1,0.0301,0.00624,0.106,0.601,127.188,134200,1,298i00ena8XMnm9O3qlHtU,40,40,daily_mix_3,6fyEnhus7C7cF9eLT8Ey9G,2008-11-11
Billy Joel,52nd Street,My Life,4ZoBC5MhSEzuknIgAkBaoT,0.741,0.647,2,-12.878,1,0.0427,0.00139,0.0555,0.804,131.097,284000,4,6zFYqv1mOsgBRQbae3JJ9e,73,80,daily_mix_3,1HmCO8VK98AU6EXPOjGYyI,1978-10-13
Ryan Scott,A Freak Grows in Brooklyn,Everything's Gonna Be Fine,2MOvdhC2Ve2kgiL1oG0i7e,0.669,0.613,10,-6.042,0,0.0936,0.5,0.0795,0.742,82.879,196592,4,5XhU9rfYBQBDGxujJiB3LJ,41,39,daily_mix_3,6qVMtIntG734FCVfzRVykd,2019-08-23
Jellyfish,Spilt Milk,New Mistake,7a7y3aPXd5STF9BvCG6slI,0.653,0.606,11,-9.577,1,0.0292,1.52e-05,0.0564,0.882,121.641,242827,3,10flBVEy5MiUXOJWTaFsyL,45,38,daily_mix_3,2xWIi4fDWJZT2Mw3ydTIO7,1993-01-01
Kim Jung Mi,Now,Blow Spring Breeze,0NIh5j1CfLpDHvoOCaUnaU,0.66,0.304,0,-15.532,1,0.044,0.573,0.108,0.961,122.429,115040,4,0yxIUq0WFyaTmYyleG4Uca,39,35,daily_mix_3,2lzfXDmAAnFTwAHNc759Rz,1973
Neal Francis,In Plain Sight,Problems,4WBs7J0btTQLsER9ouXW2I,0.687,0.818,10,-6.831,0,0.0337,0.000508,0.12,0.964,111.04,238813,4,2e5y5Gs5lgnDmiY4TKLsq3,41,47,daily_mix_3,1NqOgn6HZ66DjFPmkdtzgu,2021-11-05
Jonathan Richman,"I, Jonathan",That Summer Feeling,5oOC6EBnSQ3PfRAQyfjAla,0.444,0.105,5,-17.271,1,0.0696,3e-06,0.121,0.453,202.689,366600,4,6hkch2KhRl0tywpeVK5xR5,47,51,daily_mix_3,2RtcqYl0VAhDw9DPMEqWF5,1992-01-01
Colin Blunstone,One Year,She Loves the Way They Love Her,7MEGee2yq9oWZKpxjYlSyW,0.432,0.82,5,-7.179,1,0.0456,0.0,0.0932,0.653,131.787,169693,4,27DCwiPx5ocQsf4K43SlIL,35,37,daily_mix_3,50ZSB5Dwm59xzjVcotfif1,1971-03-05
Alan Hull,Pipedream,Breakfast - 2005 Digital Remaster,1hOoIh4ZFa6ixfKVXZOfCo,0.379,0.332,7,-13.859,1,0.0333,0.0,0.331,0.399,85.034,223453,4,1DtvquLh9kUOQHnOwuiHdv,32,32,daily_mix_3,6sMr8UHgaomsSIrMzfGshY,2005-01-01
Jim Ford,Harlan County,Love On My Brain,64MDCxBEInYxmt4600EwJt,0.441,0.704,9,-7.091,1,0.0451,0.0838,0.043,0.685,149.444,194533,4,24caHjJclAtCI8Ld7Az8l1,42,40,daily_mix_3,0IMnOYHqwO4SLT9Pe6U8PG,1969-01-01
John Cale,Paris 1919,Paris 1919,5Zpy2HR2vYLjlTQVd81DLH,0.742,0.321,0,-13.728,1,0.0315,0.0432,0.11,0.613,107.349,246800,4,5MWBg16f5UYiaSlyVhzlIW,54,51,daily_mix_3,3WkD4YxRCzgXG2MJF9yDpk,1973-02-25
The Nerves,One Way Ticket,Hanging on the Telephone,5LkI19KFtfJUjxOxvZavUf,0.58,0.914,5,-5.985,0,0.0455,2.06e-06,0.23,0.828,145.98,124893,4,298i00ena8XMnm9O3qlHtU,53,40,daily_mix_3,6fyEnhus7C7cF9eLT8Ey9G,2008-11-11
Tim Hill,Payador,"Paris, Texas",67C5gv4ouZqQ1hF3QbbD43,0.667,0.394,9,-6.494,1,0.0314,0.000221,0.11,0.443,114.677,309708,4,4LLOu8tVD2cTM5Lemff1bG,38,33,daily_mix_3,6EFm21kklty2Knjnd1Sn95,2019-10-18
T. Rex,Electric Warrior [Expanded & Remastered],Mambo Sun - 2003 Remaster,79dQwpXjJ4t3pILysdqFyB,0.518,0.611,11,-10.667,1,0.101,0.827,0.209,0.731,181.034,220960,4,3dBVyJ7JuOMt4GE9607Qin,52,65,daily_mix_3,6k1iylSzWOs7SgavxlJ8kt,1971-09-24
Amanaz,Africa,Khala My Friend,5xevas4P14kVmD4St0X3yy,0.588,0.407,1,-14.169,1,0.0362,0.427,0.12,0.362,87.565,203716,4,7dZiPXbSCTAgUpmpgNoLjt,59,49,daily_mix_3,1oX2uFCr3pIDL5M2ByEmm3,1975
Paul McCartney,Ram (Archive Collection),Ram On - Remastered 2012,6qZMXw0fs9qI8b4Nl9ntEQ,0.612,0.407,5,-12.197,0,0.0484,0.79,0.286,0.574,128.287,149587,4,4STHEaNw4mPZ2tzheohgXB,52,74,daily_mix_3,3DTMsrNO6lEHNmDJ0fsN4v,1971-05-17
Sir Woman,Blame It on the Water,Blame It on the Water,7xXIQiedfgExguYLFomda7,0.693,0.713,11,-6.508,0,0.0392,0.02,0.0802,0.848,101.034,203133,4,3H03S3ZtyYLdzsk6EYndUL,38,47,daily_mix_3,2ClYfvKqW4sf5fHVp1UyuF,2021-09-24
The Modern Lovers,The Modern Lovers,Roadrunner,5E5HYgxGMp3BPakHGfKfIB,0.462,0.84,2,-6.666,1,0.0346,6.47e-05,0.0893,0.804,75.54,246440,4,2eRdPaLHWAL4d1WcNUO9Vz,59,50,daily_mix_3,5BPCP7WSGBG4br2o4WRmd8,1976-09-01
Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,-7.539,0,0.044,0.0,0.538,0.398,77.737,211067,4,6ysQi6NI88X627t2srsWz6,66,53,daily_mix_3,3LdlOZcV0dp7ePBXe2KAGa,1972
Joe Walsh,There Goes the Neighborhood,A Life of Illusion,19P4fwkPhE6yVAXApFWDoF,0.692,0.613,2,-10.735,1,0.0282,0.0652,0.094,0.93,120.901,210533,4,5bDxAyJiTYBat1YnFJhvEK,64,62,daily_mix_3,2hsMdQyMatj8wUABiwGgkN,1981
T. Rex,Electric Warrior [Expanded & Remastered],Monolith - 2003 Remaster,7jLYNCaTmEe1OnhYhGtfeC,0.5,0.557,0,-10.54,1,0.0526,5.34e-05,0.0826,0.48,81.764,229560,4,3dBVyJ7JuOMt4GE9607Qin,43,65,daily_mix_3,6k1iylSzWOs7SgavxlJ8kt,1971-09-24
Cut Worms,Song of the Highest Tower,Song of the Highest Tower,3EC8ap9G5z7tWIBH4e4GNl,0.571,0.444,5,-6.405,1,0.0242,6.52e-06,0.143,0.38,107.043,413578,4,2upjmNmngAXZcra9dQRR2l,49,46,daily_mix_3,0UxsuJtzonSA9EIgDpzu2G,2017-10-12
Robert Lester Folsom,Ode to a Rainy Day: Archives 1972-1975,Heaven on the Beach With You,1aYDZpNwbkWa2ci01qbReB,0.534,0.532,11,-10.281,1,0.0339,0.953,0.0834,0.835,118.359,122859,4,5uQyXHg4ph7gNlnZHxt9kX,43,43,daily_mix_3,7be9L5bnrienOBoWnPt1lz,2014-10-21
The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Strangers,7obb4s6A7gf0Lc2AGxodMy,0.47,0.397,0,-9.337,1,0.0345,1.35e-05,0.109,0.487,128.69,198373,4,1SQRv42e4PjEYfPhS0Tk9E,60,70,daily_mix_3,4jaLfcNpIrOgcPyXuuiHTi,1970-11-27
Grateful Dead,Shakedown Street,Shakedown Street - 2013 Remaster,1lNRVjK8MukRZpeurYssIx,0.809,0.575,0,-12.176,1,0.0298,1.65e-06,0.0799,0.85,109.447,300209,4,4TMHGUX5WI7OOm53PqSDAT,59,70,daily_mix_3,0MLCxvyIfAuh5xwPORv8p6,1978
The Rolling Stones,She's A Rainbow / Dandelion / We Love You,She's A Rainbow,6KOtheMY0KN4s9TrQHr9It,0.464,0.824,10,-7.359,1,0.0374,0.018,0.33,0.539,109.298,253720,4,22bE4uQ6baNwSHPVcDxLCe,68,82,daily_mix_3,0ZVb7BLZuvx9ZZebd9i3lu,2020-10-09
Ryan Scott,A Freak Grows in Brooklyn,Real Thing,4qHgs5N2YnYPTXkqvSFXPZ,0.761,0.54,1,-6.14,1,0.102,0.208,0.116,0.706,131.872,282982,4,5XhU9rfYBQBDGxujJiB3LJ,28,39,daily_mix_3,6qVMtIntG734FCVfzRVykd,2019-08-23
New York Dolls,New York Dolls,Trash,2OQS3xvoKKSayJMJT8dVuZ,0.478,0.698,7,-9.255,1,0.0321,0.0,0.191,0.85,112.99,188307,4,0WhGV9lzljq2QKJ8ipw6jx,50,47,daily_mix_3,2xbTV0Awe4Qm5caUVuPbMr,1973-01-01
T. Rex,Electric Warrior [Expanded & Remastered],Cosmic Dancer - 2003 Remaster,5N4vVbNotNwWGG8KcCdstR,0.37,0.694,0,-11.713,1,0.0595,0.00363,0.182,0.65,155.072,270000,4,3dBVyJ7JuOMt4GE9607Qin,49,65,daily_mix_3,6k1iylSzWOs7SgavxlJ8kt,1971-09-24
Fleetwood Mac,Mystery to Me,Hypnotized,1cHCG42MxckrXNFqyF8Uhr,0.437,0.54,0,-15.797,0,0.0469,0.00478,0.0815,0.966,162.236,289200,3,08GQAI4eElDnROBrJRGE0X,55,83,daily_mix_3,7MprjyJe4SD8Sq9Nn7oYD5,1973-10-15
The Beatles,The Beatles (Remastered),Happiness Is A Warm Gun - Remastered 2009,71LsKf3xISiOlY1mj7FFPP,0.431,0.54,9,-9.6,0,0.0589,1.34e-06,0.169,0.44,139.288,164547,4,3WrFJ7ztbogyGnTHbHJFl2,60,88,daily_mix_3,1klALx0u4AavZNEvC4LrTL,1968-11-22
Grateful Dead,Go to Heaven,Althea - 2013 Remaster,7M7AwtGvWdMYudqx5Iuh1m,0.783,0.284,9,-14.307,1,0.0365,0.282,0.0767,0.584,82.676,412596,4,4TMHGUX5WI7OOm53PqSDAT,63,70,daily_mix_3,6x3mttp1a5pLHj8rDDSEbT,1980
The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,1SQRv42e4PjEYfPhS0Tk9E,72,70,daily_mix_3,4jaLfcNpIrOgcPyXuuiHTi,1970-11-27
Supertramp,Breakfast In America (Deluxe Edition),Goodbye Stranger - 2010 Remastered,67oyFnjJnn78fZP9KjeZx0,0.42,0.668,1,-7.35,1,0.0517,0.016,0.0585,0.338,125.391,350573,4,3JsMj0DEzyWc0VDlHuy9Bx,68,72,daily_mix_3,1zcm3UvHNHpseYOUfd0pna,1979-03-29
David Bowie,The Man Who Sold the World (2015 Remaster),The Man Who Sold the World - 2015 Remaster,4mWahKerLaVddUjb8d1Q4Q,0.474,0.387,2,-14.416,0,0.0305,0.00557,0.143,0.545,118.486,241347,4,0oSGxfWSnnOXhD2fKuz2Gy,67,81,daily_mix_3,4h9rWFWhgCSSrvIEQ0YhYG,1970-11-04
T. Rex,Electric Warrior [Expanded & Remastered],Jeepster - 2003 Remaster,0v1wsyUb3UplLdgcdTbUEd,0.565,0.761,11,-9.88,0,0.0486,0.00315,0.0442,0.925,94.893,252440,4,3dBVyJ7JuOMt4GE9607Qin,49,65,daily_mix_3,6k1iylSzWOs7SgavxlJ8kt,1971-09-24
Captain Beefheart & His Magic Band,Clear Spot,Too Much Time,1TzUVJVzOPkX5i8BpoAiu4,0.844,0.39,9,-13.774,1,0.0634,0.0,0.107,0.963,110.834,170400,4,2k8kY9zHUWxuTtwV4UutHw,45,50,daily_mix_3,3m2ltFkbJ34zxghz9vlY6p,1972-09-11
The Beatles,Let It Be (Remastered),Across The Universe - Remastered 2009,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,8.68e-05,0.0702,0.858,152.126,228133,4,3WrFJ7ztbogyGnTHbHJFl2,69,88,daily_mix_3,0jTGHV5xqHPvEcwL8f6YU5,1970-05-08
Phish,Farmhouse,Heavy Things,12gHzpb83V2Eh6D2sKUPlU,0.571,0.875,0,-6.795,1,0.0332,0.00029,0.303,0.773,116.141,255800,4,5wbIWUzTPuTxTyG6ouQKqz,48,59,daily_mix_3,63pJMk3S5vS5e8wrInkDhi,2000-05-16
Tom Petty and the Heartbreakers,Greatest Hits,Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0,0.0608,1.34e-06,0.328,0.531,169.515,273600,4,4tX2TplrkIP4v05BNC903e,75,71,daily_mix_3,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20
The Knack,Get The Knack,Maybe Tonight,2UFtcdHQnzDkLJ9a8GIUkU,0.468,0.331,2,-12.49,1,0.0363,0.0,0.091,0.677,168.805,243093,4,0Nn9YwJzcaeuU1jJL06e3r,24,61,daily_mix_3,6H0wsYDvFlATzXHn0IqVpi,1979-01-01
Ted Hawkins,Watch Your Step,Sorry You're Sick,0bQfDEGIkkjrrbGkK4JLmF,0.716,0.251,8,-14.397,0,0.0791,0.000193,0.136,0.771,141.367,130933,4,1clAnI6PODaoVlbzlUPOfU,53,47,daily_mix_3,3XnHTwogsnLUFhC7nZ983d,1982-01-01
David Bowie,Diamond Dogs (2016 Remaster),Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,0.635,0.686,9,-15.648,1,0.053,0.0176,0.282,0.464,125.988,274747,4,0oSGxfWSnnOXhD2fKuz2Gy,75,81,daily_mix_3,72mfhbEsMtXR6s7v9UhKe3,1974-05-24
T. Rex,Strange Orchestra Volume One,"Highways (Misty Mist) - Version 3, Early Studio Demos",0bGGOtRdMvQ6JOcopbqnHH,0.62,0.221,8,-10.762,1,0.0415,0.0,0.257,0.304,82.196,124247,4,3dBVyJ7JuOMt4GE9607Qin,37,65,daily_mix_3,0t2JYkqiezXTT6voXN5RNy,2022-03-25
The Beatles,Revolver (Remastered),For No One - Remastered 2009,1kDkaFlmkdEZiVUogaP9OZ,0.483,0.351,1,-10.487,0,0.0278,0.0,0.115,0.713,81.208,119813,4,3WrFJ7ztbogyGnTHbHJFl2,64,88,daily_mix_3,3PRoXYsngSwjEQWR5PsHWR,1966-08-05
The Byrds,Turn! Turn! Turn!,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,0.451,0.818,2,-8.124,1,0.0439,2.92e-05,0.052,0.755,124.532,229360,4,1PCZpxHJz7WAMF8EEq8bfc,68,62,daily_mix_3,3v0i9qyogPoQEQj2bG6Fmn,1965-12-06
Brian Eno,Wrong Way Up [Expanded Edition],Lay My Love,70MtQkoCPrL5LgI3ky6Jtw,0.67,0.743,5,-9.096,1,0.0383,0.0119,0.073,0.968,102.582,284133,4,7MSUfLeTdDEoZiJPDSBXgi,42,63,daily_mix_3,60iUtvboDimzQEiZjGfkzP,1990
Wallows,Tell Me That It’s Over,I Don't Want to Talk,1JiaqVxC0ZKjazNSjjJsnk,0.461,0.908,7,-3.222,1,0.0768,1.4e-06,0.309,0.636,162.042,223533,4,0NIPkIjTV8mB795yEIiPYL,63,77,daily_mix_4,5L6fAzbz2x5oF8l0qluSKm,2022-03-25
Wild Rivers,Sidelines,More or Less,212AgAhFl3RJZGAK0LrMpX,0.53,0.557,2,-8.989,1,0.0541,1.41e-05,0.0814,0.239,120.053,244667,4,59sBwR0jPSTrbMtuTkRPN5,48,66,daily_mix_4,4R09OvFyz47HfjecIjoEtP,2022-02-04
The Greeting Committee,This Is It,Is This It?,3anjIXtZMdqKNi4iaNfKft,0.762,0.546,0,-7.562,1,0.0359,0.00285,0.0646,0.63,107.995,167107,4,1MIe1z4RdqLqHSJsb7EBMm,50,58,daily_mix_4,35H7mR1u6XET8YKvezYUkB,2018-10-26
Maia Friedman,Under the New Light,First to Love,6EMkbomOfQMlE6s4i7n4nE,0.507,0.549,3,-8.511,1,0.0349,0.712,0.0988,0.386,140.041,278686,4,3SAdHKW3ICNgtyFgaWdC6c,32,40,daily_mix_4,1xkpmshOmxXWdDssCCmfg5,2022-03-11
Del Water Gap,Del Water Gap,Ode to a Conversation Stuck in Your Throat,51Lf3l6wx008NdBxCQnD6B,0.57,0.804,11,-6.782,1,0.0701,8.96e-05,0.187,0.624,87.533,199233,4,0xPoVNPnxIIUS1vrxAYV00,69,62,daily_mix_4,22ljnmjYzy4TS5tCtaRIUE,2021-10-08
No-No Boy,1975,Imperial Twist,6ZmUCkycyUlh4wp1IHXF32,0.735,0.397,2,-11.469,1,0.0318,0.139,0.11,0.675,113.994,215587,4,37oH7lMYDNAY3eDDl7HozD,46,32,daily_mix_4,33pWLN5PV3dsWS11LxmJsR,2021-04-02
Bendigo Fletcher,Fits Of Laughter,Evergreen,0MzwKLv7SfUAim7yfsh8D8,0.237,0.658,4,-7.813,1,0.0335,3e-05,0.142,0.267,158.351,280827,4,6O8lpJl2nITlA3dJfT95pM,37,47,daily_mix_4,1SuYWmzfeZOnStKfSfnJ0D,2021-08-13
Good Morning,The Guy We Used To Know (Cover) b/w The Guy We Used To Know,The Guy We Used To Know,3nhWWABYxmtHwGShLTMfhy,0.395,0.165,1,-19.282,1,0.0341,0.000158,0.308,0.324,118.661,216851,4,2kMzxA8edU05hvMFU493zJ,35,62,daily_mix_4,3qImreZ3QWvCGJc463OdqW,2022-01-24
The Felice Brothers,Jazz on the Autobahn,Jazz on the Autobahn,39FTmyyxXFvK7yXyyuW9ja,0.601,0.68,2,-7.683,1,0.0502,0.00752,0.201,0.819,113.256,272347,4,4Ajgo7nAsTzjSFymIfBjZ1,37,47,daily_mix_4,6WFiE7FugKb5nQpl5Y3FRy,2021-06-08
Night Shop,Hello Take Me Anywhere,Hello Take Me Anywhere,0iFLnj9aAlvYMOd0kLqFbr,0.614,0.716,9,-6.729,1,0.0316,0.0395,0.123,0.938,127.217,259625,4,6RxUAOiYiv2dIpiAsYBPJu,37,30,daily_mix_4,6FJ7n7dtqmxjVt3x7OzSuv,2020-05-29
Low Cut Connie,Get out the Lotion,"Big Thighs, Nj",2ZqjkcgIoFmKiUnZCyltTz,0.54,0.661,11,-6.158,1,0.0308,0.577,0.141,0.494,140.335,193480,4,4taNHtYxfIWIHu07FBw7ih,44,43,daily_mix_4,1EC3NGGvyoB1eBIlZ6MWgR,2011-01-11
Cut Worms,Nobody Lives Here Anymore,Sold My Soul,7C6hHmGVWw4SzewfvFU2Hc,0.466,0.433,2,-9.489,1,0.0304,2.58e-06,0.093,0.568,145.644,371977,4,2upjmNmngAXZcra9dQRR2l,51,46,daily_mix_4,28iSGTnbDa3i5wwEoCYg8c,2020-10-09
Christian Leave,10 Steps,10 Steps,4U2GQlVHIerwX78jHpkOYN,0.248,0.837,7,-6.534,1,0.0515,0.00214,0.338,0.66,122.878,209132,4,2G8UkPZnQ8i78L8TfqP1X6,55,64,daily_mix_4,2garISLyF8l9yII625vI6R,2021-09-03
Jamws,Toronto,Toronto,7gM7OSSKozedhoigEvPaQ7,0.658,0.479,0,-8.048,1,0.0248,0.00509,0.124,0.626,86.504,253687,4,5Dzf0U33H8rPObc1WSjNTw,56,40,daily_mix_4,5McrgZtIJuH3XadkI4AumD,2020-06-12
The Criticals,Mimosa Hygiene,Treat Ya Better,2t8RsUdWmOwd7cfH1XgTZX,0.783,0.636,5,-5.682,0,0.0332,0.000977,0.0477,0.818,104.973,195865,4,6ArhcOX0zzUe8GDzLTgBrK,49,37,daily_mix_4,651R6UlRvFKsrsxZWzsoCz,2019-11-08
Tex Crick,Live In... New York City,Sometimes I Forget,0YOYaUGcHYFTsqlmvcbrqZ,0.791,0.502,5,-9.134,1,0.049,0.828,0.166,0.514,111.036,266760,4,6tZLFWPPLQRWjRaDAhVYu0,45,33,daily_mix_4,2PQGFUocWh2YD4KdV8bFyG,2021-03-26
okaywill,All My Love,All My Love,3AdiSOZxa72xdHN6sGvYeu,0.562,0.717,8,-6.523,1,0.0446,0.312,0.101,0.798,79.819,165000,4,79oW06N8yKp6hKp71ieN7L,41,38,daily_mix_4,5DteD9lXKQ1jjeTQ04YIXK,2022-02-03
Loose Fur,Born Again In The USA,The Ruling Class,1Jmn7GHrsf7qjgzsCcj6Do,0.799,0.564,9,-11.949,1,0.0324,0.00171,0.088,0.964,125.71,215053,4,4OogVxC2vWAsXsTYXctXi1,45,32,daily_mix_4,1aH9XaImGgHo9OYSSk9gYs,2006
Cut Worms,Nobody Lives Here Anymore,Every Once In A While,2Kpm9tFxblFm2nquieRdnZ,0.49,0.564,5,-9.201,1,0.0295,0.00012,0.152,0.857,149.87,277261,4,2upjmNmngAXZcra9dQRR2l,47,46,daily_mix_4,28iSGTnbDa3i5wwEoCYg8c,2020-10-09
Alex Maas,Luca,Been Struggling,0gqf9Si8wjPTxy3TP0avIy,0.223,0.646,7,-11.027,1,0.0552,0.0316,0.0836,0.167,191.84,200158,3,0dBNMuLxOUm6BEU0IiD5Fe,41,36,daily_mix_4,24EXPHVPeAd5klXJR9fqKR,2020-12-04
Tobacco City,"Tobacco City, USA",Never on My Mind,4z9ViersKJgj1ZwTjjfhtk,0.425,0.338,9,-12.212,1,0.0299,0.558,0.0863,0.263,124.17,225297,4,00Af3oygT0HC6ld0c2HwFX,41,28,daily_mix_4,11J38DSk3mY2KEOx1NEY20,2021-07-30
Various Artists,"Lagniappe Sessions, Vol. 1",Allison Road,3TdoVy0NxH9x46dlFHSj5Y,0.778,0.702,9,-9.578,1,0.0283,0.959,0.342,0.818,124.805,222573,4,0LyfQWJT6nXafLPZqxe9Of,38,0,daily_mix_4,5XKACMtGG0kgAYaot5lRvx,2016-11-25
Morning Teleportation,No Distance,No Distance,1uTbDazz2UxUDVNUYcuzke,0.717,0.875,4,-6.483,1,0.038,0.000428,0.311,0.974,121.063,138743,4,5jOwDRC4Ha9MLHxF9YELyV,38,34,daily_mix_4,2hucns36nzSf80ToBdFd1I,2018-10-12
Charlotte Cornfield,Highs in the Minuses,Partner in Crime,5B6bIkuvNP6d9yvYIsMZq9,0.798,0.443,8,-7.8,1,0.0358,0.0534,0.102,0.722,147.832,270714,4,59aqTTQGnvttJ4BCThaABZ,35,32,daily_mix_4,1Az1xkr19Qdy3guiCl7YyF,2021-10-29
Alan Dunham,Flying Alone,Sally,2oCfdGzShLK4i7OcMKcLFM,0.321,0.228,5,-12.41,1,0.0279,0.0,0.0699,0.424,140.291,280861,4,0HyRfadsaqVv6kLRUMrBOY,11,25,daily_mix_4,6Yp5TZsijDshU0Aag0siGx,1980-11-01
Cut Worms,Hollow Ground,Don't Want to Say Good-bye,2KOAvJEVENkb1he87yrgLC,0.756,0.844,0,-3.269,1,0.0288,0.0,0.132,0.781,119.965,171469,4,2upjmNmngAXZcra9dQRR2l,45,46,daily_mix_4,6sBFwUUcaUyWmLdlrDq0H5,2018-05-04
