artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,release_date,artist_genre,name
Good Future,Socials,Socials,2lhhlRWIVewExNiNtSwPz3,0.816,0.744,8,-6.357,1,0.0281,0.000476,0.223,0.937,118.041,217881,4,6Ht13tuJr6I8afHrtA4RD3,36.0,19.0,2021-09-09,,2/1/2022
LCD Soundsystem,Electric Lady Sessions,oh baby - electric lady sessions,3ipt678zwPkLgPpyTnSEeK,0.525,0.777,5,-10.018,1,0.0507,0.244,0.0624,0.258,169.991,370253,4,066X20Nz7iquqkkCW6Jxy6,40.0,58.0,2019-02-08,alternative dance,2/1/2022
The Clash,Sandinista! (Remastered),Charlie Don't Surf - Remastered,5T4j3Uv33fQO7tsR2lMl4y,0.51,0.595,2,-11.023,1,0.0383,0.0186,0.338,0.632,131.762,294093,4,3RGLhK1IP9jnYFH4BRFJBS,52.0,69.0,1980,classic rock,2/1/2022
Mitski,Laurel Hell,Stay Soft,07zVQBJfbOuaAhpT3stRFL,0.602,0.678,7,-8.656,1,0.0299,0.00075,0.121,0.552,104.969,196433,4,2uYWxilOVlUdk4oV9DvwqK,66.0,79.0,2022-02-04,brooklyn indie,2/1/2022
Wet Leg,Too Late Now / Oh No,Oh No,02LMGGAW6fN40b0oxhXkmP,0.506,0.847,4,-3.085,1,0.0862,0.0221,0.311,0.778,131.979,149800,4,2TwOrUcYnAlIiKmVQkkoSZ,43.0,63.0,2021-11-29,,2/1/2022
Bright Eyes,"Haligh, Haligh, A Lie, Haligh (Companion Version)","Haligh, Haligh, A Lie, Haligh - Companion Version",6trrP0mnHmUCp2g04PpTJG,0.316,0.838,7,-6.804,1,0.126,0.000114,0.0847,0.192,128.804,278173,4,5o206eFLx38glA2bb4zqIU,40.0,56.0,2022-02-01,chamber pop,2/1/2022
SASAMI,Call Me Home,Call Me Home,7EepuMExJZF3eimemlp771,0.494,0.693,1,-7.163,1,0.0415,0.000628,0.118,0.593,138.872,225632,4,4pdoRs7yHNXakMobf8M9Oz,37.0,42.0,2022-02-03,art pop,2/1/2022
The Smile,The Smoke,The Smoke,2WXelEIMTkDX8VENGdbHfk,0.705,0.636,11,-12.483,0,0.037,0.777,0.116,0.74,93.392,219727,4,6styCzc1Ej4NxISL0LiigM,51.0,59.0,2022-01-27,indie rock,2/1/2022
Rex Orange County,KEEP IT UP,KEEP IT UP,0ioTTk5l0Zz7Oh48qEocgj,0.708,0.477,8,-7.297,1,0.0565,1.75e-06,0.255,0.733,149.929,183000,4,7pbDxGE6nQSZVfiFdq9lOL,67.0,77.0,2022-01-26,bedroom pop,2/1/2022
Wallows,Especially You,Especially You,1prCMVGhgKF805LZJhFIHe,0.546,0.95,2,-3.386,1,0.133,6.3e-05,0.0942,0.757,94.923,181120,4,0NIPkIjTV8mB795yEIiPYL,54.0,71.0,2022-02-03,indie pop,2/1/2022
The Black Keys,Turn Blue,Fever,3Hx7RXqCS7Kzjy2ot2q1Gk,0.609,0.674,9,-6.506,0,0.0355,0.000302,0.129,0.743,127.541,246307,4,7mnBLXK823vNxN3UWB7Gfz,62.0,70.0,2014-05-09,alternative rock,2/1/2022
The Naked And Famous,"Passive Me, Aggressive You",Young Blood,25nzKGDiua1lE9Qo5V19GL,0.579,0.865,6,-4.692,1,0.0302,0.000221,0.649,0.358,104.99,246600,4,0oeUpvxWsC8bWS6SnpU8b9,69.0,56.0,2010,alternative dance,2/1/2022
Broken Bells,Broken Bells,The High Road,5cwN1htZyoWqZCc33f3RfE,0.61,0.638,0,-6.574,1,0.0238,6.59e-06,0.283,0.603,79.955,232200,4,6dgwEwnK0YtDfS9XhRwBTG,66.0,58.0,2010-03-01,alternative dance,2/1/2022
Unknown Mortal Orchestra,II,Swim and Sleep (Like a Shark),1UcgqK04vVmW8aXV2OxGiZ,0.766,0.806,8,-10.011,1,0.0403,0.171,0.119,0.76,123.51,165227,4,1LeVJ5GPeYDOVUjxx1y7Rp,60.0,61.0,2013-02-05,chillwave,2/1/2022
Hippo Campus,LP3,Boys,4nAmlRetwMEZr2TsXuHcpD,0.515,0.771,2,-5.081,1,0.0394,1.81e-05,0.0945,0.552,104.995,253849,4,1btWGBz4Uu1HozTwb2Lm8A,55.0,62.0,2022-02-04,indie pop,2/1/2022
Oracle Sisters,Asc. Scorpio,Asc. Scorpio,13zkVsNIyXsagdlbg7ulWO,0.762,0.6,2,-6.636,1,0.0431,0.00703,0.0995,0.819,80.204,166601,4,2S11VlKvbvSKyyb7Wk4YP1,61.0,45.0,2020-03-11,,2/1/2022
Good Morning,The Guy We Used To Know (Cover) b/w The Guy We Used To Know,The Guy We Used To Know,3nhWWABYxmtHwGShLTMfhy,0.395,0.165,1,-19.282,1,0.0341,0.000158,0.308,0.324,118.661,216851,4,2kMzxA8edU05hvMFU493zJ,21.0,56.0,2022-01-24,experimental pop,2/1/2022
Dan Croll,On Top,On Top,1pcSKI4na3DjV2aWwzJXHK,0.677,0.455,9,-8.856,1,0.0888,0.0583,0.111,0.523,154.214,208391,4,5Rr15NSbi1Xjno1AEP9u21,39.0,43.0,2021-05-11,,2/1/2022
The Bright Light Social Hour,Sun King,Sun King,6LeELseYz1Q0T93DXCnP2d,0.556,0.683,1,-9.149,0,0.0374,0.0577,0.229,0.694,101.006,190135,4,7oIZ8VPQ688hUQ3dQ4y6rD,38.0,31.0,2019-09-27,austin rock,2/1/2022
Worn-Tin,Something's Coming,Something's Coming,5gwe7jX8fDBFAWQL4bMBxO,0.648,0.413,1,-10.366,0,0.0827,3.75e-05,0.145,0.504,74.886,230467,4,7j8ds7BnqaEKuz1a1GN0J9,41.0,39.0,2019-09-06,indie garage rock,2/1/2022
Portugal. The Man,"What, Me Worry?","What, Me Worry?",0ePX6rVjeql7Bt1KurTbAG,0.722,0.889,3,-2.564,0,0.0416,4.77e-06,0.124,0.743,139.965,177397,4,4kI8Ie27vjvonwaB2ePh8T,64.0,64.0,2022-02-09,indie rock,2/1/2022
Tame Impala,InnerSpeaker,It Is Not Meant To Be,3Yub3anoLj8w58TVpEXUJv,0.429,0.895,0,-4.677,1,0.0412,0.00127,0.45,0.455,102.062,321533,4,5INjqkS1o8h1imAzPqGZBb,55.0,77.0,2010-05-21,australian psych,1/1/2022
FINNEAS,Optimist,The Kids Are All Dying,0BNmGdxb8St6XZF4kYAQsX,0.731,0.356,7,-8.196,1,0.113,0,0.152,0.421,137.661,167552,4,37M5pPGs6V1fchFJSgCguX,58.0,69.0,2021-10-15,alt z,1/1/2022
Ritt Momney,Sunny Boy,Show Runner 99,1Vrw7LZl56M8akId20D455,0.26,0.465,6,-10.143,1,0.0332,0.00345,0.33,0.315,127.465,206316,5,7MPGCB854Qo4alYMOPkBka,37.0,60.0,2021-10-22,bedroom pop,1/1/2022
CHVRCHES,Screen Violence,Good Girls,4eSVxppEiEikoX8uz4ZBE8,0.452,0.798,8,-6.25,1,0.0582,0.00167,0.215,0.32,173.997,199456,4,3CjlHNtplJyTf9npxaPl5w,46.0,64.0,2021-08-27,dance pop,1/1/2022
FINNEAS,Optimist,Around My Neck,0ZIXzljb3OyZQBORi4hUf9,0.965,0.303,1,-10.49,1,0.0561,0.00405,0.12,0.414,107.048,175528,4,37M5pPGs6V1fchFJSgCguX,51.0,69.0,2021-10-15,alt z,1/1/2022
Ritt Momney,Sunny Boy,Sunny Boy,6ix4SYuXgpUKISkMz8QhnA,0.724,0.606,0,-7.877,1,0.0281,0.23,0.111,0.43,133.001,223899,4,7MPGCB854Qo4alYMOPkBka,42.0,60.0,2021-10-22,bedroom pop,1/1/2022
Wet Leg,Chaise Longue,Chaise Longue,7iqAuZe5yS0suLQcFfVK39,0.684,0.749,7,-6.565,1,0.06,0.111,0.141,0.935,160.021,196905,4,2TwOrUcYnAlIiKmVQkkoSZ,65.0,63.0,2021-06-15,,1/1/2022
Wet Leg,Wet Dream,Wet Dream,6pjJUY0O4XgrYFGf9SwD7u,0.721,0.697,2,-5.891,1,0.0284,0.0106,0.212,0.898,130.051,140084,3,2TwOrUcYnAlIiKmVQkkoSZ,67.0,63.0,2021-09-28,,1/1/2022
Glass Animals,Tangerine (with Arlo Parks),Tangerine (with Arlo Parks),0MJ49EmyLVKDhp9nbJ8YYw,0.849,0.581,9,-6.61,0,0.0561,0.00133,0.177,0.801,150.004,207119,4,4yvcSjfu4PC0CYQyLy4wSq,41.0,80.0,2020-10-16,gauze pop,1/1/2022
Boyish,Superstar,Superstar,2qmhfzORJFrOQgFKYlnm6Z,0.662,0.629,3,-7.879,1,0.0262,0.0325,0.219,0.503,111.026,172117,4,6VgPyGeGO86DztjK7GCYT3,46.0,43.0,2021-02-05,indie pop,1/1/2022
mazie,the rainbow cassette,no friends,3sn9wuO5D2n2zxIlPDqnRL,0.674,0.357,0,-8.588,0,0.0894,2.89e-05,0.34,0.6,82.023,105571,4,4adSXA1GDOxNG7Zw89YHyz,48.0,42.0,2021-08-25,indie pop,1/1/2022
Wilco,What's Your 20? Essential Tracks 1994 - 2014,California Stars,2GHAeoONmKwECBbtxTUqj5,0.625,0.728,9,-9.312,1,0.0293,1.69e-05,0.104,0.74,110.307,297227,4,2QoU3awHVdcHS8LrZEKvSM,33.0,61.0,2014-11-17,alternative country,1/1/2022
Hippo Campus,Boys,Boys,7yfLvK7r1w5bql3G0Uha5w,0.515,0.771,2,-5.081,1,0.0394,1.81e-05,0.0945,0.552,104.995,253849,4,1btWGBz4Uu1HozTwb2Lm8A,56.0,62.0,2021-10-18,indie pop,1/1/2022
Claud,Super Monster,Soft Spot,30bqNfOgcJOw2EWJJl1w5J,0.56,0.544,10,-8.25,1,0.0284,5.02e-05,0.224,0.472,82.028,188098,4,5MaQlvNGOaTj39apHsXVq1,57.0,52.0,2021-02-12,bedroom pop,1/1/2022
Del Water Gap,Del Water Gap,Ode to a Conversation Stuck in Your Throat,51Lf3l6wx008NdBxCQnD6B,0.57,0.804,11,-6.782,1,0.0701,8.96e-05,0.187,0.624,87.533,199233,4,0xPoVNPnxIIUS1vrxAYV00,68.0,56.0,2021-10-08,deep new americana,1/1/2022
COIN,Chapstick,Chapstick,2c0NslS6dfGp1LT1iXbqyS,0.806,0.636,2,-6.281,1,0.042,0.00053,0.109,0.783,115.03,193299,4,0ZxZlO7oWCSYMXhehpyMvE,60.0,65.0,2021-10-08,indie pop,1/1/2022
Snail Mail,Lush,Pristine,5JX6gZ5mOASumPrU1JbfbV,0.483,0.688,0,-5.508,1,0.0316,0.00101,0.102,0.292,126.241,295333,4,4QkSD9TRUnMtI8Fq1jXJJe,56.0,52.0,2018-06-08,art pop,1/1/2022
Animal Collective,Walker,Walker,1iu83btfdAEbMH4K2tRo71,0.579,0.507,3,-11.303,0,0.0328,0.0003,0.325,0.371,92.978,227296,4,4kwxTgCKMipBKhSnEstNKj,28.0,50.0,2021-12-13,alternative dance,1/1/2022
Animal Collective,Merriweather Post Pavilion,My Girls,2gE0khQ948RYQOeTgCUL2a,0.508,0.953,4,-6.031,0,0.0806,0.0445,0.929,0.555,119.973,340787,4,4kwxTgCKMipBKhSnEstNKj,55.0,50.0,2009-01-20,alternative dance,1/1/2022
Pinegrove,Alaska,Alaska,3jfYDfrnp0dseGWZfa3jqt,0.498,0.702,8,-6.741,1,0.0273,7.17e-05,0.112,0.404,104.969,125830,4,2gbT6GPXMis0OAkZbEQCYB,44.0,51.0,2021-11-11,indie pop,1/1/2022
The Glands,The Glands,i can see my house from here,6LHCuo6IzSbFi9XQm0rHPF,0.719,0.527,1,-9.328,1,0.0349,0.578,0.0689,0.686,104.311,250747,4,5UNQivDQuLD7eRjJ0Qg7lp,43.0,29.0,2000-08-01,athens indie,1/1/2022
Nirvana,MTV Unplugged In New York,The Man Who Sold The World,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.000142,0.257,0.42,115.102,261093,4,6olE6TJLqED3rqDCT0FyPh,76.0,79.0,1994-11-01,alternative rock,1/1/2022
Mustard Service,Zest Pop,Get Fucked,35HusLibk4RIHUh7nheP10,0.832,0.454,6,-13.399,0,0.0728,0.133,0.35,0.711,116.877,178179,4,7kAZYW5e5hQHYGQ0XHYhns,49.0,44.0,2017-06-17,indie garage rock,1/1/2022
Bendigo Fletcher,Fits Of Laughter,Evergreen,0MzwKLv7SfUAim7yfsh8D8,0.237,0.658,4,-7.813,1,0.0335,3e-05,0.142,0.267,158.351,280827,4,6O8lpJl2nITlA3dJfT95pM,37.0,42.0,2021-08-13,deep new americana,1/1/2022
Modest Mouse,Interstate 8,Sleepwalking (Couples Only Dance Prom Night),2oKkL955WvuugVX0ZVUPV5,0.328,0.235,0,-13.824,1,0.0538,7.21e-06,0.161,0.555,173.943,202440,3,1yAwtBaoHLEDWAnWR87hBT,46.0,62.0,1996-08-06,alternative rock,1/1/2022
Arlie,Wait,didya think,4HOg84QsolNLzNp08qZ3sX,0.468,0.89,4,-2.974,1,0.0701,1.21e-05,0.508,0.709,140.265,200467,4,6Bllzm0olEwqGwPujaLiuA,63.0,52.0,2018-09-19,indie pop,1/1/2022
Television,Adventure,Carried Away - 2003 Remaster,4t87dWb7q5e7TtWMFeV0Z8,0.616,0.367,2,-11.135,1,0.0323,0.177,0.246,0.366,116.526,312253,4,0S7Zur2g8YhqlzqtlYStli,35.0,44.0,1978-04,alternative rock,1/1/2022
Oberhofer,Smothered,Let It Go,0oDysqXXnLjOBZtbe1kLFr,0.513,0.689,4,-5.673,1,0.0244,0.0436,0.616,0.485,95.979,183880,4,5zb7wVUx1vTXLB6HX26EnX,27.0,41.0,2021-11-12,brooklyn indie,1/1/2022
Temples,Sun Structures (Deluxe Version),Shelter Song,2nDkHJPY0vpydGiiDABaS6,0.491,0.899,9,-3.315,1,0.0373,8.52e-05,0.167,0.537,126.061,190558,4,4ogwGU9VPWrnVBs1GEwZVV,44.0,43.0,2014,neo-psychedelic,1/1/2022
The Walkmen,Everyone Who Pretended To Like Me Is Gone,We've Been Had,1K5wIDgNBgT7lVOMibiRAE,0.434,0.581,4,-7.449,1,0.0313,0.0002,0.338,0.447,100.219,204347,4,6kFay2DQ5aZfeu5OsrF3Pw,44.0,45.0,2002-03-26,alternative rock,1/1/2022
Rostam,Changephobia,Next Thing,5BHS2pnM8hSC8yTNlm6Ccw,0.391,0.803,1,-4.242,1,0.0389,7.69e-05,0.23,0.686,126.481,270533,4,04XggbrM51GcFPTxBYtRXT,20.0,49.0,2021-06-04,art pop,1/1/2022
Pavement,Be the Hook,Be the Hook,4yNIKmXxa8TmFR1LSziKTC,0.723,0.553,2,-9.71,1,0.0326,0.366,0.0821,0.884,118.005,165787,4,3inCNiUr4R6XQ3W43s9Aqi,36.0,57.0,2022-01-11,alternative rock,1/1/2022
The Lumineers,BRIGHTSIDE,BIRTHDAY,6B4wq5B6e0ocQWZ7GnqIqd,0.556,0.608,2,-6.572,1,0.0422,0,0.0675,0.524,78.433,254160,4,16oZKvXb6WkQlVAjwo2Wbg,57.0,75.0,2022-01-14,folk-pop,1/1/2022
Tino Drima,The Actress,The Actress,036zahcmjha5tZfxwOJqoC,0.64,0.694,0,-8.429,1,0.0367,0.000974,0.0713,0.874,146.015,264120,4,5n4DcEOWdeY9kuOVCoffDi,29.0,28.0,2019-09-13,,1/1/2022
Habibi,Habibi,Sweetest Talk,3Xt9sp779WQWqLYPVbLU0q,0.553,0.556,5,-9.98,1,0.0421,0.0447,0.123,0.763,172.869,137760,4,600GgDUq9kzGJgNIrVsWfz,35.0,32.0,2014-01-28,indie garage rock,1/1/2022
Andy Shauf,The Neon Skyline,Clove Cigarette,4QefonDZ0sTqzyyvXPhbRK,0.693,0.461,11,-11.048,1,0.0343,0.031,0.113,0.52,111.158,175560,3,5mFKYdmiYwNJTDtSzgFyQx,20.0,49.0,2020-01-24,canadian indie folk,1/1/2022
Westerman,Your Hero Is Not Dead,Confirmation (SSBD),3Pqy5RRW33bhxYXN0ZZNXG,0.778,0.465,8,-8.637,1,0.0328,0.169,0.105,0.477,121.962,258267,4,09s6bLEw45wioK9ytf3nsA,45.0,43.0,2020-06-05,uk alternative pop,1/1/2022
Aztec Camera,"High Land, Hard Rain (Expanded)",The Boy Wonders,4QEPmx0DFgm56GhiVATfhr,0.604,0.759,0,-10.581,1,0.0362,0.000807,0.316,0.824,147.176,195893,4,7sbwBqdkynNUDgiWU3TQ5J,30.0,43.0,1983-01-01,melancholia,1/1/2022
Pynch,Somebody Else,Somebody Else,2Kray2Kft9TnDb0Rhkfc5p,0.662,0.695,2,-6.32,1,0.0633,0.119,0.104,0.761,149.961,331664,4,6R1b13BgmP15f21dQZpFz9,44.0,25.0,2020-07-06,lo-fi indie,1/1/2022
Faux Real,Kindred Spirit,Kindred Spirit,2TJNJSk1bniiLOJikOc6G6,0.703,0.635,0,-6.776,1,0.0358,6.36e-05,0.139,0.769,127.984,187722,4,0853SMh8o0PpHpSTDHttsO,41.0,30.0,2020-04-10,,1/1/2022
Jelani Aryeh,I've Got Some Living To Do,Stella Brown,6n6dqOk5vLiqYaa9Fw5ylH,0.733,0.481,2,-7.554,1,0.0347,0.0739,0.287,0.553,125.009,186325,4,7A47sEe0ih6WpKmNCRMu86,61.0,51.0,2021-07-30,bedroom soul,1/1/2022
Strawberry Mountain,Harsh Augmented Reality,Harsh Augmented Reality,1VsVY1ySdH3nVSWnLT5vCf,0.562,0.878,11,-4.341,1,0.0305,0.0815,0.0901,0.679,145.975,242096,4,6v69fIFhI2VqebXUWcvWU1,47.0,29.0,2020-03-19,,1/1/2022
Sipper,Half Young,Fuck June,61cZbaHzxpJzj3xy7aMD8u,0.617,0.717,8,-7.118,1,0.0509,0.000433,0.348,0.471,119.419,178307,4,2BjcWnk7C01aHhp59HqUED,46.0,47.0,2021-08-06,indie pop,1/1/2022
iogi,the ceiling,delicate creature,7BAk4jJtHKJuo4H05dKSM1,0.844,0.576,1,-6.406,1,0.0305,0.0906,0.068,0.873,95.011,272694,4,2cqOQciwC7YwjFMUFMJfwZ,49.0,38.0,2018-05-25,israeli indie,1/1/2022
MGMT,Congratulations,Congratulations,6kblAEj0T0312fv5QWsXzo,0.761,0.637,7,-8.169,1,0.0268,0.0082,0.102,0.656,125.115,235387,4,0SwO7SWeDHJijQ3XNS7xEE,60.0,73.0,2010-04-09,indie rock,12/1/2021
Oliver Malcolm,Rolling Stone,Rolling Stone,77pZL5Oq2PVQIPFkEkusZU,0.727,0.568,5,-5.932,0,0.0463,0.0676,0.0969,0.539,100.986,169584,4,5ut4VhaCRPsEjAZ93jpPfK,42.0,43.0,2021-11-19,indie hip hop,12/1/2021
Radiohead,In Rainbows,House Of Cards,3Jc6X15OZCCyhGSHBF4hwB,0.71,0.496,5,-9.638,1,0.0297,0.581,0.101,0.637,111.662,328293,4,4Z8W4fKeB5YxbusRsdQVPb,0.0,77.0,2007-12-28,alternative rock,12/1/2021
The West Coast Pop Art Experimental Band,A Child's Guide To Good And Evil,Eighteen Is over the Hill,2hHI4KanprSsWQz6DBbwZz,0.324,0.354,6,-13.253,1,0.0282,0.000225,0.112,0.392,88.129,162693,4,2z4eiJkDaXYCR9kv2UuSgz,41.0,40.0,1968,classic garage rock,12/1/2021
FUR,When You Walk Away,To Be Next To Her,5M0a6jktQQIHS69m6fXJJw,0.563,0.783,7,-4.734,1,0.0266,0.786,0.0538,0.962,140.072,190333,4,0e0z6v7dIm0XM7BgQTtB0a,28.0,47.0,2021-11-05,brighton indie,12/1/2021
FUR,When You Walk Away,Anybody Else But Me,5Aq9C5EzY6HEJIUMznDoZT,0.519,0.909,6,-4.178,0,0.0327,0,0.29,0.788,139.964,211133,4,0e0z6v7dIm0XM7BgQTtB0a,36.0,47.0,2021-11-05,brighton indie,12/1/2021
The Lumineers,Cleopatra,Sleep On The Floor,5MMZJtHOiH1RmQSSe3DJdg,0.389,0.431,7,-8.061,1,0.0344,0,0.13,0.275,142.14,211851,4,16oZKvXb6WkQlVAjwo2Wbg,71.0,75.0,2016-04-08,folk-pop,12/1/2021
Madi Diaz,History Of A Feeling,Think Of Me,4kwT5gITvjq3DNaWf60YYM,0.637,0.473,6,-7.74,0,0.0452,6.09e-06,0.165,0.527,84.878,210880,4,7E1o9IcnpiFQDlAUk2H7Az,38.0,43.0,2021-08-27,acoustic pop,12/1/2021
The Frights,You Are Going to Hate This,You Are Going to Hate This,4upw9RT8Cs96EQhCuoNryV,0.565,0.762,9,-7.713,1,0.0309,0.169,0.623,0.63,99.932,186559,4,2HSEdXKVq1WWtBbsIeNjRX,60.0,52.0,2016-02-12,indie garage rock,12/1/2021
Cut Worms,Nobody Lives Here Anymore,Sold My Soul,7C6hHmGVWw4SzewfvFU2Hc,0.466,0.433,2,-9.489,1,0.0304,2.58e-06,0.093,0.568,145.644,371977,4,2upjmNmngAXZcra9dQRR2l,49.0,41.0,2020-10-09,alternative country,12/1/2021
NEIL FRANCES,finding rhythm,finding rhythm,4Y5xx6F2NhaxJ0D5fzgKXB,0.875,0.464,1,-11.789,1,0.0536,0.494,0.138,0.96,112.023,227776,4,587PA35pRGL1JwQr6idJbb,36.0,60.0,2021-11-24,indie soul,12/1/2021
Yot Club,Hole,Hole,6OOkbVOvc8umM48aIEA3aK,0.675,0.759,0,-7.655,1,0.0472,0.743,0.229,0.761,153.826,174862,4,6FugQjLquBF4JzATRN70bR,39.0,67.0,2021-11-19,bedroom pop,12/1/2021
Men In Love,Tainted Eyes,Tainted Eyes,625knlxrpey9oYQWxvEb3O,0.623,0.781,4,-7.858,1,0.0324,0.0485,0.463,0.573,116.166,227507,4,3aSIFZjKEykRHPBYdiKwmJ,8.0,7.0,2021-11-10,,12/1/2021
DeVotchKa,Una Volta,Queen of the Surface Streets,0DzNSw9Pp1yKJZynNBM8uy,0.63,0.738,2,-6.806,1,0.0263,2.27e-06,0.107,0.614,111.147,330420,4,0hk8VgR64voU5ueK96W2DI,41.0,41.0,2003-01-01,dark cabaret,12/1/2021
Queen,A Day At The Races (Deluxe Remastered Version),Good Old-Fashioned Lover Boy - Remastered 2011,1mnQiO568zXIrUncttTZGp,0.545,0.454,3,-6.706,1,0.0302,0,0.0541,0.393,96.784,173173,4,1dfeR4HaWDbWqFHLkxsg1d,67.0,83.0,1976-12-10,classic rock,12/1/2021
Billy Joel,52nd Street,My Life,4ZoBC5MhSEzuknIgAkBaoT,0.741,0.647,2,-12.878,1,0.0427,0.00139,0.0555,0.804,131.097,284000,4,6zFYqv1mOsgBRQbae3JJ9e,72.0,75.0,1978-10-13,classic rock,12/1/2021
The Rolling Stones,She's A Rainbow / Dandelion / We Love You,She's A Rainbow,6KOtheMY0KN4s9TrQHr9It,0.464,0.824,10,-7.359,1,0.0374,0.018,0.33,0.539,109.298,253720,4,22bE4uQ6baNwSHPVcDxLCe,67.0,77.0,2020-10-09,british invasion,12/1/2021
Bazzi,I Like That,I Like That,2RkZZh5XQ4y3sG8gCu96Tz,0.665,0.692,6,-5.431,0,0.112,0,0.191,0.68,74.474,158084,4,4GvEc3ANtPPjt1ZJllr5Zl,73.0,72.0,2021-07-22,dance pop,12/1/2021
Sjowgren,Seventeen,Seventeen,1fWwxmWor6QbvBeLSV428F,0.58,0.665,7,-6.775,1,0.043,0.0315,0.0695,0.336,146.051,226952,4,32Ko3nL0210QAt14S3Rs4Y,0.0,54.0,2015-06-11,indie folk,12/1/2021
Lord Huron,Long Lost,Long Lost,3UogKIjMzKOTRN1VyuBZFP,0.4,0.61,2,-4.542,1,0.0307,0.0601,0.167,0.289,101.94,284687,4,6ltzsmQQbmdoHHbLZ4ZN25,48.0,71.0,2021-04-16,indie folk,12/1/2021
Ages and Ages,Needle and Thread,Needle and Thread,2aq5ASfM6GbR5Rw3bhl6Nu,0.621,0.555,5,-8.12,1,0.0305,8.28e-06,0.188,0.66,81.464,182705,4,3DozezNrsIE37kJJfHhS9M,31.0,31.0,2018-05-25,portland indie,12/1/2021
Alicia Keys,KEYS,Old Memories (Originals),0Rq2JIejWvQ6ibgWBSTcpu,0.455,0.37,2,-8.485,1,0.0445,3.3e-06,0.386,0.178,179.815,179373,3,3DiDSECUqqY1AuBP8qtaIa,48.0,76.0,2021-12-10,hip pop,12/1/2021
Tame Impala,No Choice,No Choice,4dj1qglNo2j45K8z2sDFEY,0.491,0.85,3,-4.755,1,0.0987,0.000985,0.118,0.648,180.027,221827,4,5INjqkS1o8h1imAzPqGZBb,24.0,77.0,2021-12-07,australian psych,12/1/2021
Queen,A Night At The Opera (Deluxe Remastered Version),'39 - Remastered 2011,0kIpcu3DQacQObHVyra9Jx,0.519,0.584,8,-9.67,1,0.027,0,0.111,0.336,101.632,210800,4,1dfeR4HaWDbWqFHLkxsg1d,49.0,83.0,1975-11-21,classic rock,12/1/2021
Baio,The Names,Sister of Pearl,2tfhqmq39kpDf1k7IJWxld,0.731,0.646,5,-7.955,1,0.0443,0.252,0.194,0.949,125.061,253440,4,50lhyY7UVI9NyVHl79rVgk,53.0,37.0,2015-09-18,nyc pop,12/1/2021
Babe Rainbow,Smash the Machine,Smash the Machine,5hWTFIYmkjcFqzEUwK8vxq,0.503,0.76,7,-5.478,1,0.0394,0.495,0.115,0.596,143.117,177570,4,2UmG7WphL1CMN7mVWyhE7u,37.0,51.0,2021-12-09,australian reggae fusion,12/1/2021
Khruangbin,B-Side,B-Side,0Hm61sSVBycsO5Se5mbKdu,0.73,0.735,7,-10.572,1,0.0548,0.164,0.338,0.693,104.77,274391,4,2mVVjNmdjXZZDvhgQWiakk,47.0,68.0,2021-12-08,neo-psychedelic,12/1/2021
FUR,Facing Home Mixtape,Close The Curtain,5N8uFKmAjHPxxAfndtVGX5,0.536,0.696,10,-7.947,0,0.0261,0.0264,0.113,0.65,99.144,167000,4,0e0z6v7dIm0XM7BgQTtB0a,25.0,47.0,2020-07-31,brighton indie,12/1/2021
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,5.79e-05,0.0733,0.234,140.267,253587,4,7Ln80lUS6He07XvHI8qqHH,82.0,82.0,2007-04-24,garage rock,12/1/2021
of Montreal,The Sunlandic Twins,Wraith Pinned to the Mist and Other Games,24HPkbkXJsIFC4eyg63zgQ,0.873,0.582,5,-9.901,1,0.047,0.0699,0.182,0.77,122.005,255613,4,5xeBMeW0YzWIXSVzAxhM8O,57.0,50.0,2005-04-12,alternative dance,12/1/2021
The Backseat Lovers,When We Were Friends,Maple Syrup,4MXE6VCvTsQitHWrAxj7Kg,0.543,0.526,2,-9.703,1,0.0582,0.0533,0.0778,0.384,153.0,243529,3,6p2HnfM955TI1bX34dkLnI,70.0,64.0,2019-01-27,modern rock,12/1/2021
Jonathan Richman & The Modern Lovers,Roadrunner: The Beserkley Collection,The Morning of Our Lives,2rneJaaVTvpEnq22TiCzE9,0.602,0.292,9,-15.337,1,0.0785,0.00146,0.714,0.315,104.192,326853,4,0NjdXlUziaK1qv3kgZV4Jy,43.0,38.0,2004-07-19,boston rock,11/1/2021
Pond,Man It Feels Like Space Again,Medicine Hat,3IbVm2Sr1fnF3wayNq1FgJ,0.462,0.336,7,-5.933,1,0.0349,1.36e-06,0.281,0.415,103.453,247874,3,4skJp5OKvcc9eKokiuhi2s,41.0,52.0,2015-01-23,indie rock,11/1/2021
Jeff Rosenstock,POST-,9/10,6DkzLTT71IfNfUxGsDhJ2K,0.665,0.492,11,-7.657,1,0.0262,1.44e-06,0.0884,0.438,142.062,209717,4,0wNZvrIMNUCs24G0wFg2D6,46.0,46.0,2018-01-02,alternative emo,11/1/2021
